"category","sound1","sound2","response"
"CrowdApplause","10","09",1.9
"CrowdCheering","10","09",5.4
"CryingAdultFemale","10","09",4.1
"CryingAdultMale","10","09",2.5
"CryingChild","10","09",3
"DogBarking","10","09",1.1
"DogGrowling","10","09",3
"DogHowling","10","09",5.6
"Drilling","10","09",2.9
"DrillingPneumatic","10","09",2.4
"Fire","10","09",2.7
"Footsteps","10","09",3.7
"Hammer","10","09",2.1
"Helicopter","10","09",3.2
"HorseGalloping","10","09",2.7
"HorseNeighing","10","09",2.2
"HorseSnorting","10","09",6.3
"InsectsBuzzing","10","09",3.2
"InsectsStridulation","10","09",3.7
"JetPassing","10","09",3.4
"LaughingAdultFemale","10","09",5.6
"LaughingAdultMale","10","09",3.7
"LaughingChild","10","09",2.9
"LaughingGroup","10","09",2.7
"Propeller","10","09",5.6
"Rain","10","09",3.5
"River","10","09",6
"Sawing","10","09",6.5
"SawingManual","10","09",2.7
"SeaWaves","10","09",4.7
"Sneezing","10","09",4.2
"Snoring","10","09",6.7
"ThroatClearing","10","09",4.1
"Thunder","10","09",1.9
"TrainBrakes","10","09",3.4
"TrainSignal","10","09",3.6
"TrainWagons","10","09",4.2
"Waterfall","10","09",3.8
"Wind","10","09",1.8
"BirdsFlyingOff","01","10",2
"BirdSong","01","10",2
"BirdSquawk","01","10",4.2
"CarHorn","01","10",2.5
"CarSkidding","01","10",5
"CarStarting","01","10",2.3
"CatHissing","01","10",3
"CatMeowing","01","10",1.3
"CatPurring","01","10",3.5
"ChildrenPlaying","01","10",2.8
"CocktailParty","01","10",3.4
"CoughingAdultFemale","01","10",3.3
"CoughingAdultMale","01","10",4.5
"CowMoo","01","10",2.8
"CrowdApplause","01","10",2.6
"CrowdCheering","01","10",6
"CryingAdultFemale","01","10",2.1
"CryingAdultMale","01","10",3.1
"CryingChild","01","10",2.7
"DogBarking","01","10",4
"DogGrowling","01","10",1.7
"DogHowling","01","10",3.2
"Drilling","01","10",3.2
"DrillingPneumatic","01","10",3.2
"Fire","01","10",2.8
"Footsteps","01","10",2
"Hammer","01","10",1.7
"Helicopter","01","10",3.4
"HorseGalloping","01","10",2.5
"HorseNeighing","01","10",3.9
"HorseSnorting","01","10",2.9
"InsectsBuzzing","01","10",2
"InsectsStridulation","01","10",3
"JetPassing","01","10",3
"LaughingAdultFemale","01","10",2.6
"LaughingAdultMale","01","10",1.9
"LaughingChild","01","10",4.7
"LaughingGroup","01","10",4.6
"Propeller","01","10",4.7
"Rain","01","10",4.4
"River","01","10",5.4
"Sawing","01","10",2
"SawingManual","01","10",2.7
"SeaWaves","01","10",4.2
"Sneezing","01","10",4.1
"Snoring","01","10",4.4
"ThroatClearing","01","10",3.6
"Thunder","01","10",2.1
"TrainBrakes","01","10",3.4
"TrainSignal","01","10",3.9
"TrainWagons","01","10",2.7
"Waterfall","01","10",3.5
"Wind","01","10",3.8
"BirdsFlyingOff","02","10",1.4
"BirdSong","02","10",4.8
"BirdSquawk","02","10",1.8
"CarHorn","02","10",2.7
"CarSkidding","02","10",2
"CarStarting","02","10",1.8
"CatHissing","02","10",3.2
"CatMeowing","02","10",1.8
"CatPurring","02","10",3.1
"ChildrenPlaying","02","10",2
"CocktailParty","02","10",3.4
"CoughingAdultFemale","02","10",2.6
"CoughingAdultMale","02","10",4.3
"CowMoo","02","10",1.8
"CrowdApplause","02","10",2.8
"CrowdCheering","02","10",2.2
"CryingAdultFemale","02","10",2.6
"CryingAdultMale","02","10",2.2
"CryingChild","02","10",5.1
"DogBarking","02","10",3.8
"DogGrowling","02","10",2.3
"DogHowling","02","10",4.3
"Drilling","02","10",2
"DrillingPneumatic","02","10",3.5
"Fire","02","10",3.2
"Footsteps","02","10",1.5
"Hammer","02","10",2.5
"Helicopter","02","10",2.2
"HorseGalloping","02","10",3.1
"HorseNeighing","02","10",3.5
"HorseSnorting","02","10",5.2
"InsectsBuzzing","02","10",1.7
"InsectsStridulation","02","10",3
"JetPassing","02","10",2.2
"LaughingAdultFemale","02","10",2.3
"LaughingAdultMale","02","10",3.6
"LaughingChild","02","10",2.4
"LaughingGroup","02","10",5.2
"Propeller","02","10",3.8
"Rain","02","10",3.9
"River","02","10",4
"Sawing","02","10",2.8
"SawingManual","02","10",4.6
"SeaWaves","02","10",3.2
"Sneezing","02","10",2.5
"Snoring","02","10",3.9
"ThroatClearing","02","10",4.4
"Thunder","02","10",4.8
"TrainBrakes","02","10",3.7
"TrainSignal","02","10",2.7
"TrainWagons","02","10",3.3
"Waterfall","02","10",3.6
"Wind","02","10",3.1
"BirdsFlyingOff","03","10",2.6
"BirdSong","03","10",2.6
"BirdSquawk","03","10",2.4
"CarHorn","03","10",2.5
"CarSkidding","03","10",2.4
"CarStarting","03","10",2.5
"CatHissing","03","10",3
"CatMeowing","03","10",1.8
"CatPurring","03","10",3.7
"ChildrenPlaying","03","10",3.4
"CocktailParty","03","10",2.8
"CoughingAdultFemale","03","10",3.5
"CoughingAdultMale","03","10",3.7
"CowMoo","03","10",1.6
"CrowdApplause","03","10",4.2
"CrowdCheering","03","10",3.4
"CryingAdultFemale","03","10",3.1
"CryingAdultMale","03","10",2.9
"CryingChild","03","10",1.9
"DogBarking","03","10",1.3
"DogGrowling","03","10",1.5
"DogHowling","03","10",3.7
"Drilling","03","10",1.4
"DrillingPneumatic","03","10",2.5
"Fire","03","10",2
"Footsteps","03","10",1.8
"Hammer","03","10",1.9
"Helicopter","03","10",2.9
"HorseGalloping","03","10",3.3
"HorseNeighing","03","10",3.3
"HorseSnorting","03","10",2.4
"InsectsBuzzing","03","10",1.7
"InsectsStridulation","03","10",2.3
"JetPassing","03","10",3.2
"LaughingAdultFemale","03","10",3.8
"LaughingAdultMale","03","10",2.2
"LaughingChild","03","10",3.6
"LaughingGroup","03","10",5.3
"Propeller","03","10",3
"Rain","03","10",1.4
"River","03","10",3.2
"Sawing","03","10",2.6
"SawingManual","03","10",2.8
"SeaWaves","03","10",4.4
"Sneezing","03","10",4.3
"Snoring","03","10",3.2
"ThroatClearing","03","10",3.7
"Thunder","03","10",2.6
"TrainBrakes","03","10",2.9
"TrainSignal","03","10",3.9
"TrainWagons","03","10",4.5
"Waterfall","03","10",5.5
"Wind","03","10",3.1
"BirdsFlyingOff","04","10",2.6
"BirdSong","04","10",3.6
"BirdSquawk","04","10",2.7
"CarHorn","04","10",3.3
"CarSkidding","04","10",2
"CarStarting","04","10",3.3
"CatHissing","04","10",2.5
"CatMeowing","04","10",2.5
"CatPurring","04","10",4.2
"ChildrenPlaying","04","10",2.2
"CocktailParty","04","10",2.7
"CoughingAdultFemale","04","10",4.8
"CoughingAdultMale","04","10",4.7
"CowMoo","04","10",3.8
"CrowdApplause","04","10",2
"CrowdCheering","04","10",3.9
"CryingAdultFemale","04","10",2.9
"CryingAdultMale","04","10",2.3
"CryingChild","04","10",3.7
"DogBarking","04","10",2.6
"DogGrowling","04","10",2.2
"DogHowling","04","10",3.1
"Drilling","04","10",3.1
"DrillingPneumatic","04","10",2.1
"Fire","04","10",1.6
"Footsteps","04","10",1.6
"Hammer","04","10",1.6
"Helicopter","04","10",1.9
"HorseGalloping","04","10",3.2
"HorseNeighing","04","10",2.6
"HorseSnorting","04","10",3.7
"InsectsBuzzing","04","10",1.9
"InsectsStridulation","04","10",5.1
"JetPassing","04","10",2.5
"LaughingAdultFemale","04","10",3
"LaughingAdultMale","04","10",2
"LaughingChild","04","10",3.3
"LaughingGroup","04","10",2.8
"Propeller","04","10",4.5
"Rain","04","10",3.4
"River","04","10",5.3
"Sawing","04","10",1.8
"SawingManual","04","10",4.7
"SeaWaves","04","10",4.5
"Sneezing","04","10",2.6
"Snoring","04","10",2.6
"ThroatClearing","04","10",3.5
"Thunder","04","10",2.2
"TrainBrakes","04","10",5
"TrainSignal","04","10",3.7
"TrainWagons","04","10",4.1
"Waterfall","04","10",4.2
"Wind","04","10",1.8
"BirdsFlyingOff","05","10",1.5
"BirdSong","05","10",3.8
"BirdSquawk","05","10",3
"CarHorn","05","10",2.5
"CarSkidding","05","10",1.7
"CarStarting","05","10",4.7
"CatHissing","05","10",2.4
"CatMeowing","05","10",3.3
"CatPurring","05","10",3.4
"ChildrenPlaying","05","10",4
"CocktailParty","05","10",3.4
"CoughingAdultFemale","05","10",6.2
"CoughingAdultMale","05","10",4.4
"CowMoo","05","10",2.1
"CrowdApplause","05","10",2.6
"CrowdCheering","05","10",3.3
"CryingAdultFemale","05","10",2
"CryingAdultMale","05","10",1.6
"CryingChild","05","10",5.4
"DogBarking","05","10",4.1
"DogGrowling","05","10",2.5
"DogHowling","05","10",3.8
"Drilling","05","10",1.9
"DrillingPneumatic","05","10",3.5
"Fire","05","10",1.9
"Footsteps","05","10",1.4
"Hammer","05","10",3.2
"Helicopter","05","10",4
"HorseGalloping","05","10",1.6
"HorseNeighing","05","10",3.5
"HorseSnorting","05","10",2.6
"InsectsBuzzing","05","10",2.3
"InsectsStridulation","05","10",3.1
"JetPassing","05","10",2
"LaughingAdultFemale","05","10",2.5
"LaughingAdultMale","05","10",3.9
"LaughingChild","05","10",1.9
"LaughingGroup","05","10",4.7
"Propeller","05","10",5.1
"Rain","05","10",2.9
"River","05","10",3
"Sawing","05","10",2.1
"SawingManual","05","10",2.9
"SeaWaves","05","10",2.5
"Sneezing","05","10",3.4
"Snoring","05","10",2.9
"ThroatClearing","05","10",5.2
"Thunder","05","10",7.4
"TrainBrakes","05","10",4.1
"TrainSignal","05","10",2.9
"TrainWagons","05","10",2.6
"Waterfall","05","10",3.6
"Wind","05","10",3
"BirdsFlyingOff","06","10",1.9
"BirdSong","06","10",3.6
"BirdSquawk","06","10",4.2
"CarHorn","06","10",3.3
"CarSkidding","06","10",2.5
"CarStarting","06","10",4.2
"CatHissing","06","10",3.2
"CatMeowing","06","10",2.2
"CatPurring","06","10",3.9
"ChildrenPlaying","06","10",3.2
"CocktailParty","06","10",3
"CoughingAdultFemale","06","10",3.1
"CoughingAdultMale","06","10",4.2
"CowMoo","06","10",2.1
"CrowdApplause","06","10",3.5
"CrowdCheering","06","10",3.6
"CryingAdultFemale","06","10",4.3
"CryingAdultMale","06","10",3.1
"CryingChild","06","10",1.9
"DogBarking","06","10",2.9
"DogGrowling","06","10",2.4
"DogHowling","06","10",3.3
"Drilling","06","10",2.4
"DrillingPneumatic","06","10",3.1
"Fire","06","10",2.4
"Footsteps","06","10",3.8
"Hammer","06","10",2.4
"Helicopter","06","10",2.9
"HorseGalloping","06","10",3.8
"HorseNeighing","06","10",3
"HorseSnorting","06","10",4
"InsectsBuzzing","06","10",1.8
"InsectsStridulation","06","10",3.4
"JetPassing","06","10",4
"LaughingAdultFemale","06","10",3.1
"LaughingAdultMale","06","10",3.4
"LaughingChild","06","10",2.9
"LaughingGroup","06","10",2.8
"Propeller","06","10",3
"Rain","06","10",1.6
"River","06","10",2.1
"Sawing","06","10",1.3
"SawingManual","06","10",3.9
"SeaWaves","06","10",2.2
"Sneezing","06","10",3.4
"Snoring","06","10",2.3
"ThroatClearing","06","10",3.7
"Thunder","06","10",3.3
"TrainBrakes","06","10",4.1
"TrainSignal","06","10",4.7
"TrainWagons","06","10",3.4
"Waterfall","06","10",7.2
"Wind","06","10",3.6
"BirdsFlyingOff","07","10",1.9
"BirdSong","07","10",3.7
"BirdSquawk","07","10",2.2
"CarHorn","07","10",2.8
"CarSkidding","07","10",3.3
"CarStarting","07","10",2.4
"CatHissing","07","10",4.2
"CatMeowing","07","10",2.5
"CatPurring","07","10",3.2
"ChildrenPlaying","07","10",3
"CocktailParty","07","10",3.9
"CoughingAdultFemale","07","10",2.8
"CoughingAdultMale","07","10",5
"CowMoo","07","10",3.2
"CrowdApplause","07","10",3.3
"CrowdCheering","07","10",3.9
"CryingAdultFemale","07","10",4.3
"CryingAdultMale","07","10",1.9
"CryingChild","07","10",2.6
"DogBarking","07","10",1.9
"DogGrowling","07","10",1.8
"DogHowling","07","10",2.9
"Drilling","07","10",4
"DrillingPneumatic","07","10",3
"Fire","07","10",2.6
"Footsteps","07","10",2.5
"Hammer","07","10",1.4
"Helicopter","07","10",2.4
"HorseGalloping","07","10",3.3
"HorseNeighing","07","10",3.2
"HorseSnorting","07","10",4.4
"InsectsBuzzing","07","10",1.6
"InsectsStridulation","07","10",3.1
"JetPassing","07","10",2.5
"LaughingAdultFemale","07","10",3.5
"LaughingAdultMale","07","10",3.7
"LaughingChild","07","10",4.1
"LaughingGroup","07","10",5.2
"Propeller","07","10",4.3
"Rain","07","10",3.6
"River","07","10",2.2
"Sawing","07","10",2.6
"SawingManual","07","10",4.4
"SeaWaves","07","10",2.7
"Sneezing","07","10",6.1
"Snoring","07","10",5.4
"ThroatClearing","07","10",4.2
"Thunder","07","10",2.4
"TrainBrakes","07","10",5.5
"TrainSignal","07","10",5.8
"TrainWagons","07","10",3.9
"Waterfall","07","10",6.7
"Wind","07","10",5.5
"BirdsFlyingOff","08","10",2
"BirdSong","08","10",2.9
"BirdSquawk","08","10",2.7
"CarHorn","08","10",2.3
"CarSkidding","08","10",4.5
"CarStarting","08","10",5.2
"CatHissing","08","10",3.8
"CatMeowing","08","10",2.8
"CatPurring","08","10",2.1
"ChildrenPlaying","08","10",3.2
"CocktailParty","08","10",3.7
"CoughingAdultFemale","08","10",3.1
"CoughingAdultMale","08","10",2.7
"CowMoo","08","10",1.9
"CrowdApplause","08","10",2.4
"CrowdCheering","08","10",4
"CryingAdultFemale","08","10",2.2
"CryingAdultMale","08","10",3
"CryingChild","08","10",5
"DogBarking","08","10",2.1
"DogGrowling","08","10",2.9
"DogHowling","08","10",2.9
"Drilling","08","10",4.3
"DrillingPneumatic","08","10",3
"Fire","08","10",3.6
"Footsteps","08","10",2.1
"Hammer","08","10",3.5
"Helicopter","08","10",2.3
"HorseGalloping","08","10",2.9
"HorseNeighing","08","10",5.5
"HorseSnorting","08","10",4.1
"InsectsBuzzing","08","10",1.4
"InsectsStridulation","08","10",4.3
"JetPassing","08","10",3.7
"LaughingAdultFemale","08","10",2.5
"LaughingAdultMale","08","10",2.9
"LaughingChild","08","10",3.7
"LaughingGroup","08","10",3.8
"Propeller","08","10",2.7
"Rain","08","10",3.1
"River","08","10",2.8
"Sawing","08","10",4.9
"SawingManual","08","10",4.5
"SeaWaves","08","10",4.2
"Sneezing","08","10",3.3
"Snoring","08","10",5
"ThroatClearing","08","10",2.1
"Thunder","08","10",4.6
"TrainBrakes","08","10",4.3
"TrainSignal","08","10",4.8
"TrainWagons","08","10",3.3
"Waterfall","08","10",3.5
"Wind","08","10",4.1
"BirdsFlyingOff","09","10",1.2
"BirdSong","09","10",3.9
"BirdSquawk","09","10",2.3
"CarHorn","09","10",2.9
"CarSkidding","09","10",7.1
"CarStarting","09","10",5.5
"CatHissing","09","10",3.7
"CatMeowing","09","10",3
"CatPurring","09","10",3
"ChildrenPlaying","09","10",1.7
"CocktailParty","09","10",3.2
"CoughingAdultFemale","09","10",3.2
"CoughingAdultMale","09","10",2.5
"CowMoo","09","10",3.3
"CrowdApplause","09","10",2.4
"CrowdCheering","09","10",5.6
"CryingAdultFemale","09","10",3.4
"CryingAdultMale","09","10",2.1
"CryingChild","09","10",2.4
"DogBarking","09","10",1.7
"DogGrowling","09","10",2.3
"DogHowling","09","10",4.5
"Drilling","09","10",2.3
"DrillingPneumatic","09","10",2
"Fire","09","10",1.8
"Footsteps","09","10",2.6
"Hammer","09","10",2.4
"Helicopter","09","10",3.1
"HorseGalloping","09","10",3.9
"HorseNeighing","09","10",2.3
"HorseSnorting","09","10",5.3
"InsectsBuzzing","09","10",2.1
"InsectsStridulation","09","10",4
"JetPassing","09","10",2.2
"LaughingAdultFemale","09","10",5.8
"LaughingAdultMale","09","10",4.1
"LaughingChild","09","10",3.8
"LaughingGroup","09","10",2.8
"Propeller","09","10",4.9
"Rain","09","10",2.9
"River","09","10",6.3
"Sawing","09","10",6.1
"SawingManual","09","10",3.6
"SeaWaves","09","10",4.3
"Sneezing","09","10",4.8
"Snoring","09","10",7.3
"ThroatClearing","09","10",4.4
"Thunder","09","10",2.2
"TrainBrakes","09","10",3.8
"TrainSignal","09","10",4.7
"TrainWagons","09","10",3.6
"Waterfall","09","10",4.5
"Wind","09","10",2.4
"BirdsFlyingOff","10","10",8
"BirdSong","10","10",7.7
"BirdSquawk","10","10",7.9
"CarHorn","10","10",8
"CarSkidding","10","10",7.7
"CarStarting","10","10",7.8
"CatHissing","10","10",7.6
"CatMeowing","10","10",7.9
"CatPurring","10","10",7.7
"ChildrenPlaying","10","10",8
"CocktailParty","10","10",8
"CoughingAdultFemale","10","10",8
"CoughingAdultMale","10","10",7.6
"CowMoo","10","10",8
"CrowdApplause","10","10",8
"CrowdCheering","10","10",8
"CryingAdultFemale","10","10",8
"CryingAdultMale","10","10",7.8
"CryingChild","10","10",8
"DogBarking","10","10",8
"DogGrowling","10","10",8
"DogHowling","10","10",7.9
"Drilling","10","10",7.9
"DrillingPneumatic","10","10",7.9
"Fire","10","10",8
"Footsteps","10","10",8
"Hammer","10","10",7.9
"Helicopter","10","10",8
"HorseGalloping","10","10",7.7
"HorseNeighing","10","10",8
"HorseSnorting","10","10",8
"InsectsBuzzing","10","10",8
"InsectsStridulation","10","10",7.7
"JetPassing","10","10",8
"LaughingAdultFemale","10","10",7.6
"LaughingAdultMale","10","10",7.5
"LaughingChild","10","10",8
"LaughingGroup","10","10",8
"Propeller","10","10",7.8
"Rain","10","10",8
"River","10","10",7.5
"Sawing","10","10",8
"SawingManual","10","10",7.5
"SeaWaves","10","10",7.9
"Sneezing","10","10",7.9
"Snoring","10","10",8
"ThroatClearing","10","10",8
"Thunder","10","10",7.9
"TrainBrakes","10","10",8
"TrainSignal","10","10",7.9
"TrainWagons","10","10",8
"Waterfall","10","10",7.8
"Wind","10","10",7.9
